,study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score,placement_status
623,6,58,6,2,8,83,97.58,Placed
624,5,57,8,3,10,84,80.11,Placed
625,6,89,9,6,20,65,100.0,Placed
626,10,92,7,2,19,84,100.0,Placed
627,5,70,5,4,0,75,83.45,Placed
628,6,72,8,6,0,92,89.07,Placed
629,5,86,9,5,7,65,95.06,Placed
630,11,57,7,6,15,71,100.0,Placed
631,5,100,4,6,9,77,76.36,Placed
632,4,96,7,8,1,63,77.04,Placed
633,3,78,4,9,15,38,66.88,Not Placed
634,3,55,4,5,3,92,84.23,Placed
635,4,55,9,6,18,44,93.64,Placed
636,9,86,7,6,8,70,100.0,Placed
637,2,77,7,6,2,89,84.64,Placed
638,9,80,4,2,10,69,100.0,Placed
639,1,46,6,4,7,91,69.55,Not Placed
640,1,53,8,1,6,82,83.35,Placed
641,5,82,5,1,0,55,89.93,Placed
642,6,92,7,1,7,77,98.62,Placed
643,6,87,8,7,16,75,100.0,Placed
644,3,64,8,1,10,35,55.41,Not Placed
645,7,71,6,6,6,76,90.57,Placed
646,9,77,8,2,8,46,100.0,Placed
647,11,61,7,6,13,58,100.0,Placed
648,10,98,9,6,4,36,100.0,Placed
649,8,55,9,11,17,81,100.0,Placed
650,6,91,8,3,12,90,100.0,Placed
651,8,68,7,8,4,54,83.75,Placed
652,5,55,7,11,7,50,65.0,Not Placed
653,8,51,4,4,14,68,100.0,Placed
654,10,56,6,7,3,47,100.0,Placed
655,4,76,5,4,0,52,68.47,Not Placed
656,10,66,4,1,5,63,87.89,Placed
657,8,64,5,6,18,88,100.0,Placed
658,10,52,7,5,11,85,100.0,Placed
659,2,47,9,9,6,77,60.98,Not Placed
660,5,95,4,9,12,48,73.89,Placed
661,9,44,8,11,6,64,88.79,Placed
662,4,51,8,8,8,92,72.23,Placed
663,11,80,5,7,0,69,100.0,Placed
664,6,42,7,2,20,43,100.0,Placed
665,1,74,9,8,12,71,74.79,Placed
666,9,72,5,3,18,80,100.0,Placed
667,1,96,9,6,20,73,100.0,Placed
668,5,61,6,10,0,46,65.48,Not Placed
669,4,89,9,7,19,55,100.0,Placed
670,3,95,8,6,20,52,90.62,Placed
671,6,83,4,5,18,45,96.98,Placed
672,2,48,4,4,17,61,73.93,Placed
673,3,80,4,2,4,58,72.2,Placed
674,5,57,9,9,2,75,67.39,Not Placed
675,9,89,8,7,1,77,87.42,Placed
676,2,68,9,7,9,84,64.94,Not Placed
677,10,78,7,4,5,68,89.76,Placed
678,8,66,8,5,18,54,92.18,Placed
679,2,75,8,6,16,47,92.35,Placed
680,11,84,9,11,18,81,100.0,Placed
681,5,56,9,2,12,42,87.6,Placed
682,7,95,4,4,16,71,100.0,Placed
683,8,73,8,4,17,39,87.07,Placed
684,1,85,4,4,10,41,67.95,Not Placed
685,6,42,7,7,19,78,100.0,Placed
686,1,44,6,7,19,86,84.16,Placed
687,2,53,4,7,12,46,52.22,Not Placed
688,1,42,9,7,10,75,64.28,Not Placed
689,11,62,5,2,19,38,100.0,Placed
690,5,78,6,5,18,74,98.33,Placed
691,10,69,7,10,9,53,100.0,Placed
692,9,89,9,2,2,88,100.0,Placed
693,6,84,6,5,20,35,100.0,Placed
694,11,100,9,6,5,89,100.0,Placed
695,11,62,4,3,6,77,100.0,Placed
696,1,66,9,6,20,89,100.0,Placed
697,1,93,7,5,19,47,93.99,Placed
698,2,49,5,4,4,84,82.05,Placed
699,9,64,4,10,8,87,100.0,Placed
700,3,52,4,9,9,86,55.71,Not Placed
701,1,55,7,11,13,76,61.92,Not Placed
702,5,80,7,8,10,79,93.49,Placed
703,7,73,6,7,16,59,100.0,Placed
704,6,94,5,11,10,78,100.0,Placed
705,1,76,9,1,6,79,84.92,Placed
706,5,100,6,9,10,68,100.0,Placed
707,5,61,9,9,12,69,75.62,Placed
708,6,56,9,6,18,95,100.0,Placed
709,3,62,9,7,5,51,71.65,Placed
710,5,93,6,3,1,60,61.28,Not Placed
711,7,75,4,5,13,55,96.46,Placed
712,5,88,7,7,15,85,100.0,Placed
713,5,48,4,1,6,46,69.05,Not Placed
714,5,91,5,1,0,50,68.95,Not Placed
715,10,41,6,5,1,86,99.43,Placed
716,10,71,5,9,8,54,100.0,Placed
717,3,95,7,7,17,88,100.0,Placed
718,1,89,7,1,20,44,98.25,Placed
719,5,92,8,5,19,57,100.0,Placed
720,9,98,5,8,17,89,100.0,Placed
721,1,61,4,8,17,81,74.22,Placed
722,3,82,5,2,9,64,92.54,Placed
723,4,52,6,7,7,93,74.05,Placed
724,1,47,7,10,20,42,71.91,Placed
725,1,98,7,5,7,85,90.64,Placed
726,8,40,5,9,1,39,49.8,Not Placed
727,2,56,5,3,17,46,65.66,Not Placed
728,8,51,9,1,10,76,100.0,Placed
729,7,43,5,4,10,88,98.41,Placed
730,10,92,9,7,18,48,100.0,Placed
731,10,52,6,1,10,94,100.0,Placed
732,2,70,6,2,9,88,100.0,Placed
733,6,100,4,5,7,46,90.79,Placed
734,6,80,5,9,14,58,100.0,Placed
735,3,98,4,1,7,79,87.67,Placed
736,11,46,8,4,18,87,100.0,Placed
737,2,62,6,3,0,87,66.65,Not Placed
738,1,63,7,5,19,51,76.51,Placed
739,6,44,9,5,2,35,53.97,Not Placed
740,5,44,8,10,20,88,100.0,Placed
741,11,56,7,2,11,76,100.0,Placed
742,9,69,8,5,15,92,100.0,Placed
743,1,48,4,9,15,71,52.96,Not Placed
744,7,45,4,5,16,45,66.53,Not Placed
745,5,64,9,11,15,76,96.07,Placed
746,5,58,6,10,8,40,58.26,Not Placed
747,2,55,9,2,18,49,90.0,Placed
748,11,60,7,7,0,75,97.09,Placed
749,3,41,8,6,17,74,98.65,Placed
750,7,49,9,7,5,57,100.0,Placed
751,6,55,5,8,5,57,82.68,Placed
752,2,76,5,10,11,72,74.4,Placed
753,6,54,6,5,2,72,84.73,Placed
754,2,52,9,2,10,83,100.0,Placed
755,2,52,7,7,5,46,50.07,Not Placed
756,2,71,5,7,13,41,75.75,Placed
757,11,84,6,8,17,71,100.0,Placed
758,3,86,9,7,15,50,90.72,Placed
759,2,85,6,10,12,89,91.79,Placed
760,4,47,7,7,0,72,84.96,Placed
761,9,82,5,9,5,74,90.65,Placed
762,6,57,5,8,13,69,85.91,Placed
763,1,95,5,2,16,74,99.26,Placed
764,8,75,4,2,12,63,94.44,Placed
765,7,65,5,7,12,73,95.56,Placed
766,10,49,8,10,8,51,78.91,Placed
767,3,70,4,11,5,85,50.37,Not Placed
768,1,72,9,10,5,60,65.5,Not Placed
769,5,68,4,3,4,54,59.07,Not Placed
770,4,44,4,1,20,80,88.78,Placed
771,10,52,4,9,13,59,100.0,Placed
772,8,40,6,3,13,94,100.0,Placed
773,1,62,8,1,3,72,70.33,Placed
774,10,79,7,6,1,73,97.48,Placed
775,1,42,5,4,1,71,67.09,Not Placed
776,4,42,4,1,16,53,100.0,Placed
777,8,46,7,4,9,55,96.57,Placed
778,5,75,6,8,13,66,64.47,Not Placed
779,2,74,7,11,18,62,82.45,Placed
780,6,54,4,7,16,73,82.43,Placed
781,5,79,9,1,10,75,100.0,Placed
782,2,42,8,10,6,46,56.81,Not Placed
783,11,68,7,9,8,91,100.0,Placed
784,11,69,4,6,13,81,100.0,Placed
785,11,78,4,2,3,49,90.18,Placed
786,3,57,5,3,13,62,91.28,Placed
787,9,50,9,7,19,90,100.0,Placed
788,7,82,5,3,19,55,100.0,Placed
789,7,88,9,3,16,50,99.29,Placed
790,11,99,8,5,18,57,100.0,Placed
791,6,77,5,3,16,86,100.0,Placed
792,8,79,8,3,13,60,100.0,Placed
793,4,40,6,11,12,49,61.46,Not Placed
794,8,68,6,5,13,71,96.16,Placed
795,4,49,9,5,15,46,98.39,Placed
796,8,67,9,9,20,38,98.72,Placed
797,9,96,5,1,14,69,100.0,Placed
798,3,70,6,1,18,65,90.7,Placed
799,3,58,7,11,10,95,91.07,Placed
800,11,42,7,9,11,61,97.46,Placed
801,2,75,7,5,10,95,81.1,Placed
802,10,82,6,4,4,66,100.0,Placed
803,3,54,7,2,7,67,70.03,Placed
804,3,72,8,9,5,47,66.2,Not Placed
805,5,80,4,6,15,71,82.71,Placed
806,5,82,9,9,11,78,85.72,Placed
807,2,90,5,5,5,36,76.28,Placed
808,10,84,8,4,12,72,100.0,Placed
809,6,65,7,7,6,71,85.44,Placed
810,5,55,4,5,7,93,81.97,Placed
811,6,75,5,8,11,84,89.22,Placed
812,1,72,8,8,1,90,75.33,Placed
813,5,59,5,2,8,39,87.1,Placed
814,9,52,9,5,12,52,100.0,Placed
815,10,72,6,10,16,82,100.0,Placed
816,2,44,7,8,12,51,60.86,Not Placed
817,1,76,8,3,15,36,82.45,Placed
818,10,53,8,7,0,83,100.0,Placed
819,11,66,4,3,6,76,100.0,Placed
820,9,62,4,6,12,92,100.0,Placed
821,10,53,4,2,13,69,100.0,Placed
822,9,79,5,6,20,48,100.0,Placed
823,9,43,7,6,16,85,100.0,Placed
824,6,78,5,8,15,46,97.18,Placed
825,8,91,7,5,14,92,100.0,Placed
826,11,58,8,1,16,67,100.0,Placed
827,1,86,5,8,1,41,45.67,Not Placed
828,10,93,5,9,11,92,100.0,Placed
829,4,43,5,1,2,73,86.66,Placed
830,1,69,6,5,8,79,62.24,Not Placed
831,8,58,9,6,5,43,83.85,Placed
832,1,70,7,4,5,39,51.89,Not Placed
833,3,70,7,11,6,38,54.81,Not Placed
834,4,48,5,2,7,66,72.48,Placed
835,8,92,6,5,2,39,75.52,Placed
836,6,52,5,4,14,90,100.0,Placed
837,10,53,7,7,5,90,93.35,Placed
838,7,94,9,6,10,94,100.0,Placed
839,8,99,9,3,2,86,100.0,Placed
840,2,85,8,9,15,78,81.79,Placed
841,10,93,6,4,5,42,88.26,Placed
842,11,49,9,11,10,47,100.0,Placed
843,8,87,6,5,7,38,82.76,Placed
844,3,70,5,3,9,86,100.0,Placed
845,7,76,8,8,9,45,67.47,Not Placed
846,3,62,7,11,2,49,43.48,Not Placed
847,7,66,9,7,13,90,100.0,Placed
848,11,45,9,11,18,80,100.0,Placed
849,2,65,4,11,20,52,79.73,Placed
850,10,41,7,7,20,54,100.0,Placed
851,6,84,9,8,8,35,80.39,Placed
852,3,100,9,7,12,35,76.87,Placed
853,3,52,7,3,8,45,60.09,Not Placed
854,9,90,8,3,20,63,100.0,Placed
855,7,89,6,2,11,95,100.0,Placed
856,5,99,7,1,13,63,88.74,Placed
857,10,58,6,5,4,58,97.97,Placed
858,7,40,8,4,5,54,80.99,Placed
859,9,79,8,11,12,64,100.0,Placed
860,1,71,5,2,12,72,91.08,Placed
861,7,61,4,1,5,39,82.15,Placed
862,6,87,8,3,13,79,100.0,Placed
863,10,68,8,6,10,44,100.0,Placed
864,9,41,6,2,12,40,85.67,Placed
865,1,79,8,10,11,38,69.33,Not Placed
866,4,77,7,7,15,38,90.61,Placed
867,9,87,5,11,5,41,58.33,Not Placed
868,4,94,5,7,8,82,100.0,Placed
869,10,50,7,11,16,67,100.0,Placed
870,3,56,9,3,19,43,95.01,Placed
871,9,94,8,1,15,60,100.0,Placed
872,2,90,4,9,11,85,81.33,Placed
873,4,82,8,11,17,86,99.14,Placed
874,6,99,5,5,8,81,100.0,Placed
875,2,47,4,2,2,75,88.29,Placed
876,8,61,9,8,9,55,93.19,Placed
877,8,43,6,10,10,94,91.09,Placed
878,1,50,6,10,1,86,68.32,Not Placed
879,3,47,8,4,7,94,64.53,Not Placed
880,10,48,8,11,19,56,100.0,Placed
881,9,65,4,10,10,67,86.94,Placed
882,5,41,4,7,17,92,100.0,Placed
883,6,55,9,5,19,67,100.0,Placed
884,4,70,8,3,6,82,80.2,Placed
885,10,45,5,10,13,39,93.07,Placed
886,2,92,6,8,6,55,60.79,Not Placed
887,11,60,9,2,0,61,100.0,Placed
888,8,65,4,1,11,75,100.0,Placed
889,11,98,5,5,0,35,99.55,Placed
890,6,58,8,11,2,85,76.61,Placed
891,5,67,7,4,1,50,39.89,Not Placed
892,9,47,4,11,2,69,64.35,Not Placed
893,1,53,9,10,3,70,59.03,Not Placed
894,5,63,7,7,13,78,88.6,Placed
895,6,87,5,9,17,66,100.0,Placed
896,5,83,6,6,4,63,70.69,Placed
897,6,76,5,11,14,73,99.57,Placed
898,6,95,6,1,15,81,100.0,Placed
899,7,65,5,8,7,57,82.96,Placed
900,4,70,4,2,20,49,96.29,Placed
901,11,95,4,4,7,60,100.0,Placed
902,8,90,9,3,6,71,100.0,Placed
903,7,71,7,6,5,59,82.34,Placed
904,9,89,5,2,6,89,100.0,Placed
905,7,80,5,5,18,36,94.52,Placed
906,3,41,7,11,0,46,40.62,Not Placed
907,3,64,8,9,12,53,68.95,Not Placed
908,8,91,9,3,6,93,100.0,Placed
909,5,83,5,2,0,66,93.99,Placed
910,4,100,9,2,9,57,95.49,Placed
911,8,41,5,9,12,39,86.5,Placed
912,6,81,5,6,3,89,96.44,Placed
913,2,40,8,2,6,59,68.67,Not Placed
914,4,75,4,3,5,91,89.66,Placed
915,11,96,9,1,5,69,100.0,Placed
916,4,51,7,2,20,90,100.0,Placed
917,6,48,9,2,10,63,100.0,Placed
918,6,75,8,11,8,72,100.0,Placed
919,1,80,6,2,6,79,78.63,Placed
920,8,67,6,7,8,54,89.99,Placed
921,6,77,8,3,5,81,100.0,Placed
922,3,72,8,11,18,70,80.82,Placed
923,9,81,4,4,13,86,100.0,Placed
924,2,100,9,2,0,41,51.23,Not Placed
925,11,85,9,5,15,56,100.0,Placed
926,8,61,6,9,8,52,96.22,Placed
927,10,64,7,9,14,87,100.0,Placed
928,3,100,9,7,18,55,100.0,Placed
929,5,57,5,8,9,56,69.04,Not Placed
930,6,45,5,5,15,73,94.98,Placed
931,10,57,4,5,2,46,77.72,Placed
932,6,91,4,3,18,45,78.31,Placed
933,4,55,6,6,12,90,88.55,Placed
934,3,54,7,1,13,46,70.49,Placed
935,4,87,7,3,6,60,87.85,Placed
936,1,47,8,11,1,64,60.76,Not Placed
937,4,52,4,2,13,49,72.77,Placed
938,1,94,9,7,16,42,86.31,Placed
939,1,82,5,9,12,77,74.47,Placed
940,10,99,9,4,1,87,100.0,Placed
941,6,100,5,7,4,52,100.0,Placed
942,5,96,6,8,3,44,88.15,Placed
943,11,46,5,10,2,42,69.44,Not Placed
944,4,56,9,2,13,72,100.0,Placed
945,11,89,9,7,10,69,100.0,Placed
946,3,71,7,3,7,54,88.12,Placed
947,1,61,7,8,8,46,46.84,Not Placed
948,6,94,4,6,15,83,100.0,Placed
949,2,90,9,3,2,37,68.99,Not Placed
950,8,96,6,8,9,54,97.76,Placed
951,10,52,5,11,0,84,88.9,Placed
952,5,86,4,3,8,46,79.5,Placed
953,7,62,8,9,15,88,100.0,Placed
954,10,93,8,11,8,58,100.0,Placed
955,2,68,5,3,11,50,63.11,Not Placed
956,8,61,5,1,0,94,99.78,Placed
957,2,40,5,2,15,88,83.87,Placed
958,4,68,7,4,7,44,68.3,Not Placed
959,1,87,5,11,13,53,52.61,Not Placed
960,5,44,8,2,13,75,100.0,Placed
961,9,97,5,4,9,48,100.0,Placed
962,1,74,9,4,0,86,64.42,Not Placed
963,9,94,6,4,5,48,99.13,Placed
964,11,49,8,1,8,56,100.0,Placed
965,8,58,6,9,18,38,99.98,Placed
966,6,76,8,10,15,81,100.0,Placed
967,7,46,4,11,18,86,93.08,Placed
968,3,85,9,7,10,93,100.0,Placed
969,1,74,8,2,20,68,92.8,Placed
970,5,84,9,3,10,92,100.0,Placed
971,2,52,8,8,13,52,64.15,Not Placed
972,5,49,6,7,6,68,70.08,Placed
973,8,41,6,4,11,52,85.05,Placed
974,11,45,8,4,19,74,100.0,Placed
975,9,47,8,9,19,65,100.0,Placed
976,2,75,7,5,4,76,79.85,Placed
977,3,64,9,11,0,54,46.07,Not Placed
978,3,83,9,5,10,70,100.0,Placed
979,1,99,9,7,14,76,94.92,Placed
980,8,86,9,1,9,44,100.0,Placed
981,6,79,4,3,14,93,100.0,Placed
982,8,46,4,2,12,37,85.41,Placed
983,11,85,5,11,14,55,100.0,Placed
984,9,62,8,10,1,70,91.5,Placed
985,5,58,8,6,12,89,98.04,Placed
986,3,85,8,11,11,44,98.34,Placed
987,5,61,8,6,3,41,79.15,Placed
988,5,52,9,10,11,56,64.56,Not Placed
989,5,100,9,1,14,57,100.0,Placed
990,3,60,4,6,12,46,67.91,Not Placed
991,11,40,6,10,1,73,100.0,Placed
992,10,98,7,2,19,47,100.0,Placed
993,4,58,9,11,15,74,66.94,Not Placed
994,9,100,9,4,13,93,100.0,Placed
995,10,99,9,6,20,47,100.0,Placed
996,9,72,6,3,1,67,87.49,Placed
997,2,43,6,3,16,65,73.59,Placed
998,8,81,4,3,15,82,100.0,Placed
999,8,42,9,4,3,85,98.85,Placed
1000,7,66,7,9,10,62,97.2,Placed
1001,8,91,8,4,12,53,100.0,Placed
1002,3,80,9,4,5,55,98.11,Placed
1003,6,74,4,4,16,66,99.82,Placed
1004,1,67,4,7,0,60,52.84,Not Placed
1005,7,45,7,5,8,47,89.15,Placed
1006,1,45,5,2,20,63,73.84,Placed
1007,9,94,4,7,17,41,93.06,Placed
1008,1,96,6,3,10,81,92.28,Placed
1009,1,83,6,11,13,60,67.2,Not Placed
1010,7,62,8,1,1,40,86.7,Placed
1011,2,72,4,9,19,66,89.04,Placed
1012,5,55,8,5,10,70,99.39,Placed
1013,8,63,4,10,1,88,75.74,Placed
1014,8,44,7,1,3,57,79.56,Placed
1015,3,80,9,11,12,86,94.27,Placed
1016,7,81,4,1,5,45,82.82,Placed
1017,3,52,5,1,6,90,85.97,Placed
1018,6,86,6,9,19,55,100.0,Placed
1019,6,51,7,8,2,53,66.9,Not Placed
1020,3,44,9,11,3,68,48.14,Not Placed
1021,7,76,9,6,20,83,100.0,Placed
1022,3,70,6,10,19,81,80.98,Placed
1023,8,67,9,6,2,86,87.05,Placed
1024,10,67,8,6,0,84,100.0,Placed
1025,4,69,7,4,18,78,100.0,Placed
1026,1,57,5,5,20,69,83.45,Placed
1027,4,83,6,10,12,83,99.32,Placed
1028,7,66,4,3,13,65,100.0,Placed
1029,11,74,4,3,15,80,100.0,Placed
1030,4,65,4,10,3,63,68.63,Not Placed
1031,6,96,7,7,16,40,100.0,Placed
1032,9,78,5,5,9,70,89.33,Placed
1033,1,88,9,8,6,87,67.76,Not Placed
1034,5,90,5,5,12,65,91.6,Placed
1035,11,99,5,4,12,66,100.0,Placed
1036,7,57,6,3,13,74,100.0,Placed
1037,1,72,7,2,5,93,79.92,Placed
1038,4,64,4,3,15,54,66.74,Not Placed
1039,6,95,6,7,8,56,86.82,Placed
1040,2,70,9,8,19,37,62.32,Not Placed
1041,10,76,5,5,15,42,100.0,Placed
1042,5,98,4,11,20,79,100.0,Placed
1043,11,99,7,1,20,53,100.0,Placed
1044,10,41,8,3,11,65,100.0,Placed
1045,1,72,5,4,15,66,83.75,Placed
1046,6,78,5,10,4,49,59.8,Not Placed
1047,6,100,5,4,10,89,100.0,Placed
1048,4,82,5,1,0,73,62.03,Not Placed
1049,8,82,4,10,9,65,86.79,Placed
1050,4,71,7,9,10,37,62.55,Not Placed
1051,8,57,6,10,14,85,100.0,Placed
1052,8,56,4,4,2,92,89.08,Placed
1053,5,73,7,2,14,66,100.0,Placed
1054,4,78,6,9,10,44,53.56,Not Placed
1055,2,46,5,4,8,62,55.2,Not Placed
1056,11,81,7,4,1,61,100.0,Placed
1057,3,93,5,11,11,82,95.96,Placed
1058,3,92,7,6,19,80,100.0,Placed
1059,4,74,9,8,15,74,99.47,Placed
1060,4,69,8,5,15,77,88.73,Placed
1061,10,51,5,8,20,65,100.0,Placed
1062,11,74,5,1,0,85,100.0,Placed
1063,11,50,5,4,15,68,100.0,Placed
1064,5,100,9,1,5,39,91.35,Placed
1065,4,83,4,3,13,45,88.37,Placed
1066,11,96,6,11,10,41,100.0,Placed
1067,10,43,5,7,0,42,69.81,Not Placed
1068,8,64,5,1,19,51,100.0,Placed
1069,6,87,4,5,16,78,100.0,Placed
1070,6,71,4,1,18,84,100.0,Placed
1071,8,59,8,6,1,95,100.0,Placed
1072,7,89,7,9,13,73,100.0,Placed
1073,10,70,5,3,7,75,100.0,Placed
1074,11,43,7,11,5,85,100.0,Placed
1075,10,93,4,11,8,48,84.98,Placed
1076,8,77,4,6,4,58,73.81,Placed
1077,2,92,8,4,4,64,100.0,Placed
1078,9,86,6,6,17,92,100.0,Placed
1079,1,40,9,2,13,85,82.64,Placed
1080,8,42,9,4,11,86,100.0,Placed
1081,11,76,9,7,11,84,100.0,Placed
1082,4,61,4,11,5,91,72.52,Placed
1083,4,56,5,6,3,49,58.75,Not Placed
1084,5,53,8,9,14,87,100.0,Placed
1085,8,80,6,11,14,87,97.61,Placed
1086,5,74,9,7,16,38,78.42,Placed
1087,8,97,8,1,2,47,100.0,Placed
1088,10,52,4,6,9,39,89.36,Placed
1089,1,74,9,11,20,65,96.04,Placed
1090,10,82,6,3,7,46,100.0,Placed
1091,9,41,7,8,8,64,87.61,Placed
1092,6,95,6,1,2,83,100.0,Placed
1093,3,86,5,10,0,44,42.99,Not Placed
1094,8,52,9,2,10,64,77.94,Placed
1095,9,90,9,3,12,60,100.0,Placed
1096,6,93,7,3,11,78,100.0,Placed
1097,11,55,7,7,20,40,100.0,Placed
1098,7,57,9,8,6,61,70.27,Placed
1099,1,46,5,9,1,54,47.51,Not Placed
1100,5,84,7,7,0,62,69.68,Not Placed
1101,5,75,4,8,19,54,95.98,Placed
1102,10,80,9,11,2,46,90.62,Placed
1103,4,69,6,6,3,79,68.45,Not Placed
1104,6,81,6,2,16,55,100.0,Placed
1105,7,80,5,1,17,64,100.0,Placed
1106,9,46,4,3,16,83,100.0,Placed
1107,1,54,7,9,18,86,87.74,Placed
1108,6,99,9,7,3,44,81.15,Placed
1109,7,79,6,2,16,85,99.97,Placed
1110,3,58,6,1,1,39,58.42,Not Placed
1111,8,82,6,2,9,92,100.0,Placed
1112,5,76,6,3,11,71,100.0,Placed
1113,9,41,8,6,12,42,94.83,Placed
1114,5,81,5,9,10,64,87.95,Placed
1115,9,87,7,8,20,51,100.0,Placed
1116,10,94,9,10,7,37,77.1,Placed
1117,4,52,9,9,19,55,78.78,Placed
1118,9,79,9,11,4,50,89.86,Placed
1119,5,80,7,11,1,66,81.93,Placed
1120,10,82,5,8,11,61,100.0,Placed
1121,9,82,4,7,1,85,84.94,Placed
1122,3,94,5,6,5,40,73.06,Placed
1123,4,97,6,8,18,76,82.6,Placed
1124,9,70,6,6,11,50,94.99,Placed
1125,10,55,5,2,12,79,100.0,Placed
1126,11,81,5,9,16,37,100.0,Placed
1127,6,100,7,9,11,88,100.0,Placed
1128,2,95,7,3,2,74,76.02,Placed
1129,7,83,8,9,7,54,100.0,Placed
1130,2,96,9,2,15,74,97.17,Placed
1131,11,45,8,3,3,41,85.51,Placed
1132,2,67,9,6,12,93,79.69,Placed
1133,11,71,6,4,7,45,100.0,Placed
1134,1,83,8,8,0,63,46.17,Not Placed
1135,11,49,8,1,2,86,100.0,Placed
1136,11,89,4,6,0,37,73.82,Placed
1137,11,57,5,2,14,55,100.0,Placed
1138,3,43,7,6,17,87,80.28,Placed
1139,6,48,8,1,19,66,100.0,Placed
1140,8,46,7,2,2,64,96.77,Placed
1141,9,89,9,9,14,73,100.0,Placed
1142,7,47,8,6,4,45,65.09,Not Placed
1143,4,82,9,8,20,51,99.22,Placed
1144,6,46,8,7,9,59,81.84,Placed
1145,5,80,6,9,6,84,94.58,Placed
1146,8,79,4,9,7,59,73.85,Placed
1147,1,42,9,11,2,43,43.98,Not Placed
1148,1,56,5,4,17,79,95.5,Placed
1149,11,41,5,7,16,63,96.95,Placed
1150,6,54,6,5,15,49,90.21,Placed
1151,10,85,6,7,12,53,98.13,Placed
1152,2,68,5,4,3,49,68.65,Not Placed
1153,5,89,9,10,2,73,100.0,Placed
1154,1,87,5,11,10,69,57.59,Not Placed
1155,7,91,4,11,1,90,90.52,Placed
1156,1,61,8,1,17,74,95.77,Placed
1157,4,43,4,4,3,47,56.74,Not Placed
1158,9,96,5,10,16,50,100.0,Placed
1159,1,91,8,3,5,37,60.29,Not Placed
1160,4,45,5,9,9,87,61.34,Not Placed
1161,6,77,4,5,10,65,88.48,Placed
1162,6,65,4,4,4,89,96.94,Placed
1163,8,50,9,8,17,35,100.0,Placed
1164,1,65,9,5,9,69,78.4,Placed
1165,7,56,4,3,8,50,71.31,Placed
1166,1,63,8,2,15,35,60.19,Not Placed
1167,7,67,9,8,9,84,97.42,Placed
1168,3,74,9,2,9,48,63.4,Not Placed
1169,11,70,7,8,3,41,65.07,Not Placed
1170,8,52,7,5,20,57,94.95,Placed
1171,3,93,9,8,13,69,98.52,Placed
1172,1,74,5,5,7,63,49.52,Not Placed
1173,8,55,8,1,0,56,88.99,Placed
1174,3,54,6,11,15,50,61.23,Not Placed
1175,2,82,9,11,16,63,98.63,Placed
1176,1,57,7,2,9,40,56.19,Not Placed
1177,3,86,8,6,5,52,70.28,Placed
1178,2,76,8,3,6,63,69.9,Not Placed
1179,2,87,7,8,17,59,80.31,Placed
1180,6,87,8,5,1,79,94.08,Placed
1181,1,88,8,3,20,90,100.0,Placed
1182,2,80,7,10,8,36,59.94,Not Placed
1183,6,66,4,7,4,78,67.87,Not Placed
1184,3,94,9,8,7,66,89.57,Placed
1185,4,74,5,4,4,70,65.3,Not Placed
1186,1,91,6,11,14,66,66.62,Not Placed
1187,8,84,5,9,7,75,91.23,Placed
1188,7,93,4,6,4,54,92.05,Placed
1189,7,74,4,1,4,89,87.21,Placed
1190,3,67,8,5,19,71,100.0,Placed
1191,10,78,5,5,16,76,96.11,Placed
1192,10,100,4,7,8,72,100.0,Placed
1193,3,77,5,7,1,67,75.45,Placed
1194,2,48,4,6,0,86,63.68,Not Placed
1195,1,51,6,8,20,39,66.8,Not Placed
1196,7,54,4,2,10,40,73.84,Placed
1197,7,60,5,7,14,56,81.59,Placed
1198,2,91,8,10,0,55,52.84,Not Placed
1199,7,74,5,7,6,53,75.99,Placed
1200,8,81,7,4,18,77,100.0,Placed
1201,1,72,5,10,14,49,62.99,Not Placed
1202,9,90,6,2,5,68,100.0,Placed
1203,7,58,9,4,19,81,100.0,Placed
1204,3,94,6,4,9,41,93.83,Placed
1205,8,62,6,6,11,51,92.14,Placed
1206,7,52,4,7,12,78,86.8,Placed
1207,11,83,6,3,14,78,100.0,Placed
1208,8,40,5,10,18,39,92.92,Placed
1209,6,90,9,1,16,86,100.0,Placed
1210,9,68,8,3,12,73,100.0,Placed
1211,5,63,6,9,1,36,46.56,Not Placed
1212,3,55,5,1,17,61,90.06,Placed
1213,3,64,4,8,10,79,75.83,Placed
1214,1,94,4,2,4,58,73.82,Placed
1215,8,62,8,6,3,75,89.29,Placed
1216,2,67,8,3,1,95,83.68,Placed
1217,3,86,5,7,15,81,76.42,Placed
1218,8,55,8,2,6,62,95.7,Placed
1219,8,82,8,4,7,92,100.0,Placed
1220,11,95,4,10,7,81,100.0,Placed
1221,4,77,5,9,1,35,52.78,Not Placed
1222,4,50,9,6,14,87,100.0,Placed
1223,5,42,8,4,4,86,88.91,Placed
1224,6,54,5,2,18,55,79.69,Placed
1225,5,40,6,10,9,91,80.5,Placed
1226,7,46,4,9,8,62,79.63,Placed
1227,2,40,9,4,19,37,90.17,Placed
1228,7,88,4,9,7,64,99.49,Placed
1229,10,71,4,2,4,35,86.26,Placed
1230,7,48,7,7,18,93,100.0,Placed
1231,1,68,5,11,12,85,72.42,Placed
1232,7,65,6,11,13,86,95.17,Placed
1233,5,62,8,5,7,79,100.0,Placed
1234,3,84,6,8,15,81,100.0,Placed
1235,3,82,5,11,4,79,73.69,Placed
